"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","USD","US Dollar","0","Units",,,26729.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","USD","US Dollar","0","Units",,,27185.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","USD","US Dollar","0","Units",,,27745.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","USD","US Dollar","0","Units",,,28424.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","USD","US Dollar","0","Units",,,29183.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","USD","US Dollar","0","Units",,,29612.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","USD","US Dollar","0","Units",,,30021.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","USD","US Dollar","0","Units",,,30434,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","USD","US Dollar","0","Units",,,30799.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","USD","US Dollar","0","Units",,,31178.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","USD","US Dollar","0","Units",,,31666.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","USD","US Dollar","0","Units",,,32228.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","USD","US Dollar","0","Units",,,32486.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","USD","US Dollar","0","Units",,,32637.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","USD","US Dollar","0","Units",,,32216.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","USD","US Dollar","0","Units",,,31322.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","USD","US Dollar","0","Units",,,31386.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","USD","US Dollar","0","Units",,,31595.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","USD","US Dollar","0","Units",,,31876.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","USD","US Dollar","0","Units",,,32071.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","USD","US Dollar","0","Units",,,32581.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","USD","US Dollar","0","Units",,,32906.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","USD","US Dollar","0","Units",,,33370,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","USD","US Dollar","0","Units",,,33894.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","USD","US Dollar","0","Units",,,34204.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","USD","US Dollar","0","Units",,,34529.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","USD","US Dollar","0","Units",,,34514.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","USD","US Dollar","0","Units",,,34642.9,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","USD","US Dollar","0","Units",,,34752,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","USD","US Dollar","0","Units",,,35048.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","USD","US Dollar","0","Units",,,35278.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,35635.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,36151,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,36571.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,36866.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,37143.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,37314.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,37628.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,37763,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,37955.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,38413,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,38857.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,39290.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","USD","US Dollar","0","Units",,,39753.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","USD","US Dollar","0","Units",,,40462.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","USD","US Dollar","0","Units",,,40743.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","0","Units",,,41572,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","0","Units",,,41924.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","USD","US Dollar","0","Units",,,42329,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","USD","US Dollar","0","Units",,,42770.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","USD","US Dollar","0","Units",,,43418.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","USD","US Dollar","0","Units",,,43694.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","USD","US Dollar","0","Units",,,44247.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","USD","US Dollar","0","Units",,,44485.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","USD","US Dollar","0","Units",,,44714,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","USD","US Dollar","0","Units",,,45164.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","USD","US Dollar","0","Units",,,45533.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","USD","US Dollar","0","Units",,,45874.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","USD","US Dollar","0","Units",,,46187,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","USD","US Dollar","0","Units",,,45234.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","USD","US Dollar","0","Units",,,39613.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","USD","US Dollar","0","Units",,,45164,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","USD","US Dollar","0","Units",,,45525.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HCPCARSA","Per Head, US $, current prices, current PPPs, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","USD","US Dollar","0","Units",,,46111.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2005-Q1","Q1-2005","USD","US Dollar","0","Units",,,35100.2,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2005-Q2","Q2-2005","USD","US Dollar","0","Units",,,35292.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2005-Q3","Q3-2005","USD","US Dollar","0","Units",,,35554,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2005-Q4","Q4-2005","USD","US Dollar","0","Units",,,35816,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2006-Q1","Q1-2006","USD","US Dollar","0","Units",,,36128.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2006-Q2","Q2-2006","USD","US Dollar","0","Units",,,36495.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2006-Q3","Q3-2006","USD","US Dollar","0","Units",,,36630.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2006-Q4","Q4-2006","USD","US Dollar","0","Units",,,36963,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","USD","US Dollar","0","Units",,,37226.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","USD","US Dollar","0","Units",,,37415.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","USD","US Dollar","0","Units",,,37577.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","USD","US Dollar","0","Units",,,37801.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","USD","US Dollar","0","Units",,,37971.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","USD","US Dollar","0","Units",,,37741,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","USD","US Dollar","0","Units",,,37427.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","USD","US Dollar","0","Units",,,36692.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","USD","US Dollar","0","Units",,,35603.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","USD","US Dollar","0","Units",,,35621.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","USD","US Dollar","0","Units",,,35747.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","USD","US Dollar","0","Units",,,35910.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","USD","US Dollar","0","Units",,,35980.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","USD","US Dollar","0","Units",,,36354.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","USD","US Dollar","0","Units",,,36546.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","USD","US Dollar","0","Units",,,36782.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","USD","US Dollar","0","Units",,,37056,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","USD","US Dollar","0","Units",,,37121.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","USD","US Dollar","0","Units",,,37221.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","USD","US Dollar","0","Units",,,37132.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","USD","US Dollar","0","Units",,,37062.9,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","USD","US Dollar","0","Units",,,37003.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","USD","US Dollar","0","Units",,,37045.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","USD","US Dollar","0","Units",,,36927.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","USD","US Dollar","0","Units",,,36930.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","USD","US Dollar","0","Units",,,37182.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","USD","US Dollar","0","Units",,,37341.8,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","USD","US Dollar","0","Units",,,37435.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","USD","US Dollar","0","Units",,,37645.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","USD","US Dollar","0","Units",,,37704.6,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","USD","US Dollar","0","Units",,,37928.1,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","USD","US Dollar","0","Units",,,38102.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","USD","US Dollar","0","Units",,,38352.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","USD","US Dollar","0","Units",,,38554.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","USD","US Dollar","0","Units",,,38740.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","USD","US Dollar","0","Units",,,38901.5,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","USD","US Dollar","0","Units",,,39029.3,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","USD","US Dollar","0","Units",,,39172.7,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","USD","US Dollar","0","Units",,,39181.4,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","USD","US Dollar","0","Units",,,39638,,
"OECDE","OECD - Europe","B1_GE","Gross domestic product - expenditure approach","HVPVOBARSA","Per Head, US dollars, volume estimates, fixed PPPs, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","USD","US Dollar","0","Units",,,39887.2,,
